Transaction ID,Sender Account ID,Receiver Account ID,Transaction Amount,Transaction Type,Date,Time,Transaction Status,Fraud Flag,Latitude,Longitude,Device Used,Network Slice ID,Latency (ms),Slice Bandwidth (Mbps),PIN Code
TXN4983297393,ACC24008,ACC96031,908.73,Transfer,17/01/2025,10:09:00 AM,Success,FALSE,40.7128 N, 139.6917 W,Mobile,Slice2,13,75,4030
TXN9765597378,ACC22952,ACC26670,368.3,Withdrawal,17/01/2025,10:13:00 AM,Success,TRUE,35.6895 N, -74.006 W,Desktop,Slice2,16,200,3532
TXN4214354284,ACC59051,ACC81518,166.5,Withdrawal,17/01/2025,10:06:00 AM,Failed,FALSE,35.6895 N, 139.6917 W,Desktop,Slice1,16,119,5632
TXN8722779257,ACC22975,ACC45396,954.31,Transfer,17/01/2025,10:22:00 AM,Failed,TRUE,55.7558 N, 2.3522 W,Desktop,Slice3,9,96,4196
TXN9270204123,ACC96790,ACC82293,622.19,Transfer,17/01/2025,10:57:00 AM,Failed,FALSE,48.8566 N, -118.2437 W,Mobile,Slice3,9,230,2830
TXN3424483698,ACC27892,ACC99186,1411.27,Withdrawal,17/01/2025,10:06:00 AM,Failed,TRUE,55.7558 N, 0.1278 W,Desktop,Slice2,19,113,2825
TXN9917648306,ACC88990,ACC64737,1033.4,Withdrawal,17/01/2025,11:00:00 AM,Success,FALSE,34.0522 N, -118.2437 W,Desktop,Slice3,3,167,6021
TXN6541081268,ACC38200,ACC58113,1155.76,Deposit,17/01/2025,10:21:00 AM,Failed,FALSE,40.7128 N, 139.6917 W,Desktop,Slice1,15,93,4526
TXN6196239147,ACC17474,ACC26228,1286.89,Deposit,17/01/2025,10:11:00 AM,Success,FALSE,48.8566 N, 2.3522 W,Mobile,Slice1,14,103,1178
TXN9746917222,ACC65526,ACC29018,1117.55,Deposit,17/01/2025,10:25:00 AM,Failed,FALSE,35.6895 N, 139.6917 W,Desktop,Slice3,14,247,3284
TXN2320178526,ACC86771,ACC38158,1012.68,Deposit,17/01/2025,10:17:00 AM,Success,FALSE,55.7558 N, 0.1278 W,Desktop,Slice3,15,189,9330
TXN2194042729,ACC77671,ACC70740,1093.97,Deposit,17/01/2025,10:58:00 AM,Failed,TRUE,55.7558 N, -74.006 W,Mobile,Slice1,4,221,4296
TXN1463585343,ACC52594,ACC61352,782.21,Deposit,17/01/2025,10:37:00 AM,Failed,TRUE,40.7128 N, -118.2437 W,Desktop,Slice1,10,181,2679
TXN1968611398,ACC86893,ACC47672,738.34,Deposit,17/01/2025,10:01:00 AM,Success,TRUE,40.7128 N, 0.1278 W,Mobile,Slice3,13,194,2399
TXN6502377673,ACC69604,ACC73317,79.96,Withdrawal,17/01/2025,10:23:00 AM,Success,FALSE,35.6895 N, -118.2437 W,Mobile,Slice2,9,88,3446
TXN9235977703,ACC93288,ACC51744,138.44,Transfer,17/01/2025,10:50:00 AM,Success,FALSE,48.8566 N, -118.2437 W,Mobile,Slice2,14,199,7252
TXN8812176395,ACC57534,ACC72211,781.77,Withdrawal,17/01/2025,10:03:00 AM,Success,FALSE,55.7558 N, 0.1278 W,Desktop,Slice3,11,220,7737
TXN4083792867,ACC31169,ACC70535,420.19,Deposit,17/01/2025,10:20:00 AM,Failed,TRUE,34.0522 N, 2.3522 W,Mobile,Slice2,5,200,1654
TXN9697363753,ACC23612,ACC74572,1452.12,Deposit,17/01/2025,10:23:00 AM,Failed,TRUE,40.7128 N, -74.006 W,Desktop,Slice2,13,168,7203
TXN9829142303,ACC91562,ACC45567,191.15,Transfer,17/01/2025,10:38:00 AM,Failed,TRUE,35.6895 N, 139.6917 W,Mobile,Slice3,7,178,5867
TXN8920436907,ACC11957,ACC58562,1132.23,Transfer,17/01/2025,10:38:00 AM,Success,FALSE,34.0522 N, 0.1278 W,Mobile,Slice3,12,186,2515
TXN2662283774,ACC43896,ACC70488,668.82,Transfer,17/01/2025,10:21:00 AM,Success,FALSE,40.7128 N, 37.6173 W,Mobile,Slice2,11,92,3517
TXN7267935231,ACC10570,ACC45348,685.34,Withdrawal,17/01/2025,10:34:00 AM,Success,TRUE,34.0522 N, 37.6173 W,Mobile,Slice3,9,128,9916
TXN6779980830,ACC16677,ACC37967,1391.28,Withdrawal,17/01/2025,10:49:00 AM,Success,TRUE,34.0522 N, 0.1278 W,Mobile,Slice2,9,125,5121
TXN4785520039,ACC13307,ACC37883,958.98,Withdrawal,17/01/2025,10:34:00 AM,Success,FALSE,55.7558 N, 0.1278 W,Desktop,Slice2,17,212,8727
TXN5691250882,ACC49257,ACC56878,621.44,Transfer,17/01/2025,10:34:00 AM,Success,TRUE,40.7128 N, 139.6917 W,Desktop,Slice3,10,74,3888
TXN6392999780,ACC61134,ACC81577,1035.25,Deposit,17/01/2025,10:02:00 AM,Success,TRUE,40.7128 N, 0.1278 W,Mobile,Slice3,10,175,7144
TXN2889971008,ACC79989,ACC65977,769.38,Transfer,17/01/2025,10:25:00 AM,Success,FALSE,51.5074 N, 0.1278 W,Mobile,Slice2,5,109,9953
TXN7454573377,ACC69625,ACC58914,235.97,Withdrawal,17/01/2025,10:52:00 AM,Success,TRUE,51.5074 N, 139.6917 W,Desktop,Slice3,7,193,5526
TXN7851379191,ACC25858,ACC14262,350.45,Transfer,17/01/2025,10:51:00 AM,Failed,FALSE,51.5074 N, 139.6917 W,Desktop,Slice1,6,213,2771
TXN7690248564,ACC51379,ACC15453,802.61,Withdrawal,17/01/2025,10:05:00 AM,Failed,TRUE,34.0522 N, -74.006 W,Desktop,Slice3,13,110,3675
TXN2962109726,ACC37800,ACC21840,1475.38,Transfer,17/01/2025,10:22:00 AM,Success,FALSE,35.6895 N, -118.2437 W,Mobile,Slice2,13,148,2401
TXN8188062560,ACC46197,ACC87821,401.53,Withdrawal,17/01/2025,10:22:00 AM,Success,FALSE,35.6895 N, 37.6173 W,Mobile,Slice3,11,103,6972
TXN1459386338,ACC84903,ACC85794,1176.88,Transfer,17/01/2025,10:07:00 AM,Success,FALSE,40.7128 N, 2.3522 W,Mobile,Slice2,8,240,9686
TXN7486103501,ACC14340,ACC33467,1494.03,Transfer,17/01/2025,10:07:00 AM,Success,TRUE,40.7128 N, 2.3522 W,Desktop,Slice1,12,214,8664
TXN7747723984,ACC75741,ACC84166,1090.87,Transfer,17/01/2025,10:23:00 AM,Failed,TRUE,48.8566 N, 37.6173 W,Desktop,Slice1,20,198,2496
TXN9172243892,ACC51717,ACC89206,427.54,Withdrawal,17/01/2025,10:31:00 AM,Failed,FALSE,48.8566 N, 139.6917 W,Desktop,Slice2,16,93,8423
TXN7174684558,ACC25889,ACC76372,1411.39,Withdrawal,17/01/2025,10:05:00 AM,Failed,TRUE,34.0522 N, -74.006 W,Desktop,Slice2,6,54,6694
TXN4063058932,ACC31580,ACC61121,1026,Deposit,17/01/2025,10:30:00 AM,Success,FALSE,48.8566 N, 37.6173 W,Desktop,Slice2,10,216,8422
TXN4288928616,ACC23024,ACC23917,217.64,Withdrawal,17/01/2025,10:35:00 AM,Failed,TRUE,34.0522 N, -74.006 W,Desktop,Slice1,9,77,7474
TXN6796410495,ACC48112,ACC37084,1449.78,Withdrawal,17/01/2025,10:56:00 AM,Success,TRUE,51.5074 N, 0.1278 W,Desktop,Slice2,16,99,3804
TXN1724458969,ACC14381,ACC44593,1003.45,Deposit,17/01/2025,11:00:00 AM,Success,FALSE,48.8566 N, 2.3522 W,Desktop,Slice2,5,191,9523
TXN9420697084,ACC22693,ACC49786,1229.3,Transfer,17/01/2025,10:29:00 AM,Success,TRUE,48.8566 N, 37.6173 W,Desktop,Slice2,14,246,9415
TXN3409498103,ACC62000,ACC93041,251.82,Transfer,17/01/2025,10:58:00 AM,Success,TRUE,35.6895 N, -118.2437 W,Mobile,Slice3,19,106,9767
TXN4884922166,ACC62562,ACC28489,815.81,Transfer,17/01/2025,10:06:00 AM,Failed,TRUE,48.8566 N, 139.6917 W,Desktop,Slice2,10,105,1942
TXN9924409937,ACC14164,ACC11844,931.5,Transfer,17/01/2025,10:52:00 AM,Failed,TRUE,51.5074 N, 2.3522 W,Mobile,Slice1,6,247,8802
TXN1537373231,ACC37253,ACC11656,503.36,Transfer,17/01/2025,10:37:00 AM,Failed,TRUE,34.0522 N, -74.006 W,Mobile,Slice2,16,237,8005
TXN9418716802,ACC43474,ACC49541,609.1,Transfer,17/01/2025,10:23:00 AM,Failed,FALSE,35.6895 N, 2.3522 W,Desktop,Slice2,16,184,3973
TXN9464334434,ACC68021,ACC23970,479.45,Withdrawal,17/01/2025,10:44:00 AM,Failed,TRUE,55.7558 N, -74.006 W,Mobile,Slice3,3,136,9295
TXN3062186394,ACC15981,ACC42485,592.71,Withdrawal,17/01/2025,10:33:00 AM,Failed,TRUE,34.0522 N, 139.6917 W,Mobile,Slice2,18,212,8808
TXN5277052822,ACC22823,ACC32041,344.15,Transfer,17/01/2025,10:51:00 AM,Success,TRUE,34.0522 N, 0.1278 W,Mobile,Slice3,6,150,4990
TXN1056906180,ACC62489,ACC84079,726.81,Deposit,17/01/2025,10:57:00 AM,Failed,FALSE,40.7128 N, -74.006 W,Mobile,Slice3,3,184,6500
TXN6101337345,ACC66261,ACC75576,299.45,Deposit,17/01/2025,10:30:00 AM,Success,TRUE,55.7558 N, 2.3522 W,Mobile,Slice2,20,90,1618
TXN3962466221,ACC37482,ACC38867,747.08,Transfer,17/01/2025,10:56:00 AM,Success,TRUE,40.7128 N, 0.1278 W,Desktop,Slice1,3,155,4707
TXN9915802724,ACC18274,ACC66957,193.87,Deposit,17/01/2025,10:44:00 AM,Failed,FALSE,35.6895 N, 2.3522 W,Mobile,Slice1,3,135,3152
TXN1367503203,ACC94359,ACC74980,386.64,Deposit,17/01/2025,10:59:00 AM,Success,TRUE,51.5074 N, 0.1278 W,Desktop,Slice3,10,121,9095
TXN7284540949,ACC46333,ACC52400,105.99,Withdrawal,17/01/2025,10:37:00 AM,Failed,TRUE,51.5074 N, 37.6173 W,Desktop,Slice2,3,87,7605
TXN3756567942,ACC53354,ACC38471,1211.94,Deposit,17/01/2025,10:08:00 AM,Success,FALSE,35.6895 N, -74.006 W,Desktop,Slice1,11,75,8080
TXN1794005869,ACC86399,ACC41719,451.03,Transfer,17/01/2025,10:05:00 AM,Success,TRUE,48.8566 N, 2.3522 W,Mobile,Slice3,15,210,4967
TXN6024425301,ACC51829,ACC21813,1229.83,Deposit,17/01/2025,10:45:00 AM,Failed,TRUE,51.5074 N, 2.3522 W,Desktop,Slice3,3,85,1193
TXN2303112978,ACC52463,ACC23188,150.68,Deposit,17/01/2025,10:48:00 AM,Success,TRUE,35.6895 N, 139.6917 W,Mobile,Slice3,11,94,9215
TXN2158684825,ACC44641,ACC40570,760.84,Withdrawal,17/01/2025,10:38:00 AM,Failed,FALSE,48.8566 N, 2.3522 W,Mobile,Slice3,15,158,8947
TXN2180308712,ACC54594,ACC19310,849.81,Transfer,17/01/2025,10:49:00 AM,Failed,TRUE,34.0522 N, -74.006 W,Mobile,Slice1,17,203,2116
TXN4282498636,ACC79850,ACC64592,926.66,Withdrawal,17/01/2025,10:40:00 AM,Success,TRUE,48.8566 N, 37.6173 W,Mobile,Slice3,10,83,3347
TXN5583019441,ACC65895,ACC35639,1429.67,Transfer,17/01/2025,10:47:00 AM,Success,TRUE,51.5074 N, 2.3522 W,Desktop,Slice1,7,68,5094
TXN7960889764,ACC72775,ACC59708,327.76,Withdrawal,17/01/2025,10:47:00 AM,Success,FALSE,34.0522 N, 139.6917 W,Desktop,Slice3,10,135,5968
TXN8704693172,ACC12639,ACC94255,845.26,Transfer,17/01/2025,10:32:00 AM,Failed,FALSE,51.5074 N, -118.2437 W,Desktop,Slice2,15,217,6242
TXN6551584962,ACC31420,ACC88372,417.63,Transfer,17/01/2025,10:05:00 AM,Success,TRUE,34.0522 N, 0.1278 W,Desktop,Slice2,15,71,2567
TXN7496746303,ACC86537,ACC56703,726.13,Withdrawal,17/01/2025,10:54:00 AM,Success,TRUE,40.7128 N, 0.1278 W,Mobile,Slice2,5,173,9808
TXN4048657684,ACC53944,ACC73802,1436.4,Withdrawal,17/01/2025,10:41:00 AM,Success,FALSE,51.5074 N, -118.2437 W,Desktop,Slice1,20,156,9851
TXN8589870338,ACC62754,ACC42119,481.5,Withdrawal,17/01/2025,10:43:00 AM,Success,FALSE,51.5074 N, 139.6917 W,Desktop,Slice1,16,125,4608
TXN6806243378,ACC47965,ACC43390,1085.85,Deposit,17/01/2025,10:52:00 AM,Failed,TRUE,51.5074 N, 37.6173 W,Desktop,Slice2,7,60,5788
TXN5766314722,ACC66287,ACC25255,847.66,Deposit,17/01/2025,10:53:00 AM,Failed,TRUE,35.6895 N, 2.3522 W,Mobile,Slice1,15,198,4436
TXN9956101373,ACC78722,ACC16417,1419.74,Withdrawal,17/01/2025,10:46:00 AM,Failed,FALSE,40.7128 N, -74.006 W,Desktop,Slice3,18,75,1208
TXN1534479790,ACC77950,ACC82392,1144.79,Deposit,17/01/2025,10:03:00 AM,Success,TRUE,34.0522 N, 139.6917 W,Desktop,Slice3,5,209,8947
TXN4030945603,ACC72184,ACC49474,1193.2,Withdrawal,17/01/2025,10:13:00 AM,Failed,TRUE,51.5074 N, 37.6173 W,Mobile,Slice2,5,162,1918
TXN6493873826,ACC19368,ACC63067,1134,Deposit,17/01/2025,10:36:00 AM,Success,TRUE,34.0522 N, 2.3522 W,Desktop,Slice2,9,101,5802
TXN8506838667,ACC27786,ACC77787,1437.81,Transfer,17/01/2025,10:17:00 AM,Failed,FALSE,34.0522 N, 2.3522 W,Mobile,Slice1,11,153,6889
TXN9960780796,ACC16531,ACC41695,1485.22,Transfer,17/01/2025,10:44:00 AM,Failed,FALSE,48.8566 N, 2.3522 W,Mobile,Slice2,18,159,1419
TXN7571871959,ACC76210,ACC79065,1254.83,Deposit,17/01/2025,10:57:00 AM,Success,FALSE,35.6895 N, 0.1278 W,Desktop,Slice3,20,92,2865
TXN3155052574,ACC68069,ACC89196,135.33,Withdrawal,17/01/2025,10:40:00 AM,Failed,TRUE,34.0522 N, 139.6917 W,Mobile,Slice1,9,78,9008
TXN2224269988,ACC77747,ACC10943,725.84,Deposit,17/01/2025,10:18:00 AM,Success,FALSE,34.0522 N, 0.1278 W,Desktop,Slice2,15,160,4396
TXN1285498928,ACC57627,ACC98533,374.88,Deposit,17/01/2025,10:38:00 AM,Failed,TRUE,51.5074 N, -74.006 W,Mobile,Slice1,20,81,8985
TXN2274786678,ACC67196,ACC34138,226.12,Deposit,17/01/2025,10:11:00 AM,Failed,FALSE,51.5074 N, 37.6173 W,Mobile,Slice3,12,200,1582
TXN8890390631,ACC99054,ACC97489,827.52,Withdrawal,17/01/2025,10:31:00 AM,Failed,TRUE,34.0522 N, -74.006 W,Desktop,Slice1,12,73,9403
TXN3188124963,ACC17123,ACC17598,468.29,Deposit,17/01/2025,10:24:00 AM,Failed,TRUE,55.7558 N, 2.3522 W,Desktop,Slice2,6,144,6232
TXN7297484921,ACC69738,ACC99464,534.53,Deposit,17/01/2025,10:06:00 AM,Failed,TRUE,34.0522 N, 0.1278 W,Mobile,Slice1,16,153,1472
TXN6713156564,ACC43417,ACC38719,921.16,Withdrawal,17/01/2025,10:45:00 AM,Success,FALSE,35.6895 N, 2.3522 W,Desktop,Slice1,19,202,5779
TXN5872634105,ACC51110,ACC90800,1174.09,Withdrawal,17/01/2025,10:51:00 AM,Failed,TRUE,34.0522 N, -118.2437 W,Desktop,Slice1,13,94,1401
TXN1496379688,ACC34029,ACC55793,1409.54,Transfer,17/01/2025,10:56:00 AM,Success,TRUE,35.6895 N, -118.2437 W,Mobile,Slice3,6,148,6951
TXN7140240715,ACC57840,ACC63698,493.04,Deposit,17/01/2025,10:41:00 AM,Success,TRUE,34.0522 N, -118.2437 W,Mobile,Slice3,3,61,7145
TXN3914244875,ACC88176,ACC46950,875.82,Transfer,17/01/2025,10:26:00 AM,Failed,TRUE,55.7558 N, -74.006 W,Desktop,Slice2,10,77,7910
TXN2403674237,ACC92170,ACC33049,1395.74,Transfer,17/01/2025,10:09:00 AM,Success,TRUE,34.0522 N, 2.3522 W,Mobile,Slice3,7,69,2374
TXN1327248350,ACC56564,ACC80224,1090.7,Transfer,17/01/2025,10:25:00 AM,Success,FALSE,55.7558 N, -74.006 W,Desktop,Slice3,12,229,6175
TXN5469662722,ACC97389,ACC28777,152.45,Deposit,17/01/2025,10:59:00 AM,Failed,FALSE,40.7128 N, 2.3522 W,Desktop,Slice1,12,214,4457
TXN4099617388,ACC64984,ACC66528,939.81,Transfer,17/01/2025,10:02:00 AM,Success,FALSE,51.5074 N, 0.1278 W,Mobile,Slice3,19,250,9706
TXN5516499698,ACC54756,ACC20263,530.44,Transfer,17/01/2025,10:07:00 AM,Failed,FALSE,34.0522 N, 2.3522 W,Mobile,Slice2,13,64,7903
TXN3346151776,ACC67499,ACC22519,1119.13,Deposit,17/01/2025,10:39:00 AM,Failed,FALSE,48.8566 N, -118.2437 W,Mobile,Slice3,6,63,8138
TXN4485189988,ACC30798,ACC90045,145.6,Withdrawal,17/01/2025,10:23:00 AM,Failed,TRUE,35.6895 N, 139.6917 W,Mobile,Slice3,7,132,9875
TXN8745969736,ACC34512,ACC51551,265.48,Withdrawal,17/01/2025,10:55:00 AM,Failed,FALSE,34.0522 N, 37.6173 W,Desktop,Slice1,19,152,2336
TXN9905734561,ACC14432,ACC93558,512.81,Deposit,17/01/2025,10:34:00 AM,Failed,TRUE,35.6895 N, 2.3522 W,Desktop,Slice1,8,232,8035
TXN3081071442,ACC31534,ACC23501,894.19,Transfer,17/01/2025,10:17:00 AM,Success,TRUE,51.5074 N, 0.1278 W,Mobile,Slice3,12,231,2314
TXN3597355096,ACC32347,ACC29632,1093.08,Deposit,17/01/2025,10:50:00 AM,Success,TRUE,48.8566 N, -118.2437 W,Mobile,Slice3,15,190,3516
TXN8486454934,ACC39701,ACC54482,717.43,Deposit,17/01/2025,10:01:00 AM,Success,TRUE,35.6895 N, 139.6917 W,Desktop,Slice1,15,129,7788
TXN8646637708,ACC26086,ACC47587,912.78,Deposit,17/01/2025,10:20:00 AM,Success,FALSE,55.7558 N, 37.6173 W,Desktop,Slice2,16,228,8300
TXN1140740719,ACC10603,ACC45278,1441.89,Deposit,17/01/2025,11:00:00 AM,Failed,TRUE,51.5074 N, 139.6917 W,Desktop,Slice1,18,67,1448
TXN5250955971,ACC90854,ACC93425,1081.52,Transfer,17/01/2025,10:23:00 AM,Failed,FALSE,34.0522 N, 139.6917 W,Mobile,Slice1,5,70,9454
TXN2732144556,ACC35662,ACC48982,1159.52,Transfer,17/01/2025,10:59:00 AM,Failed,TRUE,51.5074 N, -118.2437 W,Mobile,Slice2,11,83,5776
TXN7695035207,ACC78538,ACC65514,646.48,Deposit,17/01/2025,10:27:00 AM,Failed,FALSE,48.8566 N, 0.1278 W,Desktop,Slice2,13,139,4245
TXN7939723282,ACC80544,ACC14023,1108.3,Transfer,17/01/2025,10:24:00 AM,Failed,TRUE,35.6895 N, 37.6173 W,Desktop,Slice2,19,181,2040
TXN7630113676,ACC54962,ACC12346,904.54,Transfer,17/01/2025,10:05:00 AM,Success,TRUE,51.5074 N, -74.006 W,Mobile,Slice3,13,243,8846
TXN8552007460,ACC76710,ACC62664,1493.86,Withdrawal,17/01/2025,10:55:00 AM,Failed,FALSE,34.0522 N, 139.6917 W,Mobile,Slice1,17,69,6141
TXN4304334477,ACC14700,ACC95607,662.74,Transfer,17/01/2025,10:23:00 AM,Failed,FALSE,48.8566 N, -74.006 W,Mobile,Slice3,16,188,9286
TXN1346181292,ACC56361,ACC44899,1119.63,Transfer,17/01/2025,10:39:00 AM,Failed,FALSE,40.7128 N, 139.6917 W,Desktop,Slice2,15,113,7071
TXN1839190280,ACC48627,ACC12310,1245.19,Transfer,17/01/2025,10:57:00 AM,Success,FALSE,51.5074 N, 0.1278 W,Mobile,Slice1,20,216,5406
TXN8725793891,ACC35927,ACC52926,1275.28,Deposit,17/01/2025,10:11:00 AM,Success,FALSE,48.8566 N, 37.6173 W,Desktop,Slice1,16,68,1389
TXN9328528150,ACC15595,ACC31081,946.2,Deposit,17/01/2025,10:38:00 AM,Failed,TRUE,51.5074 N, -74.006 W,Mobile,Slice3,16,200,9169
TXN1027199935,ACC37487,ACC77079,228.45,Transfer,17/01/2025,10:14:00 AM,Success,FALSE,48.8566 N, 37.6173 W,Desktop,Slice1,17,74,3939
TXN1519832715,ACC65856,ACC49534,734.99,Deposit,17/01/2025,10:09:00 AM,Failed,FALSE,48.8566 N, 37.6173 W,Desktop,Slice3,15,100,8306
TXN4654450936,ACC40448,ACC64201,220.56,Withdrawal,17/01/2025,10:49:00 AM,Failed,FALSE,51.5074 N, -74.006 W,Mobile,Slice1,17,176,4167
TXN7190517370,ACC38736,ACC57803,87.4,Deposit,17/01/2025,10:25:00 AM,Success,TRUE,40.7128 N, 37.6173 W,Desktop,Slice1,3,236,6648
TXN2013672155,ACC12216,ACC68938,245.59,Transfer,17/01/2025,10:11:00 AM,Failed,TRUE,34.0522 N, -74.006 W,Desktop,Slice2,3,56,7937
TXN1009840095,ACC54943,ACC49366,115.33,Transfer,17/01/2025,10:24:00 AM,Success,FALSE,55.7558 N, 37.6173 W,Mobile,Slice2,8,82,4916
TXN7999376225,ACC62620,ACC43275,424.14,Transfer,17/01/2025,10:53:00 AM,Failed,FALSE,40.7128 N, 0.1278 W,Desktop,Slice2,4,99,6296
TXN8160409252,ACC19769,ACC18211,118.47,Withdrawal,17/01/2025,10:25:00 AM,Failed,TRUE,51.5074 N, 2.3522 W,Mobile,Slice3,9,102,9480
TXN9716899160,ACC20942,ACC14865,733.38,Withdrawal,17/01/2025,10:51:00 AM,Success,TRUE,40.7128 N, -118.2437 W,Mobile,Slice3,3,150,5947
TXN7021871590,ACC96779,ACC80536,927.51,Transfer,17/01/2025,10:26:00 AM,Success,TRUE,40.7128 N, 0.1278 W,Mobile,Slice3,18,182,6370
TXN5890230581,ACC25122,ACC44204,507.14,Deposit,17/01/2025,10:39:00 AM,Success,TRUE,40.7128 N, 2.3522 W,Desktop,Slice2,17,193,8685
TXN5259427532,ACC19742,ACC32118,147.52,Deposit,17/01/2025,10:53:00 AM,Success,TRUE,51.5074 N, 0.1278 W,Desktop,Slice2,20,92,9231
TXN6434340123,ACC18670,ACC55222,909.99,Deposit,17/01/2025,10:20:00 AM,Success,FALSE,40.7128 N, 0.1278 W,Mobile,Slice1,15,103,9631
TXN5512698980,ACC28763,ACC24097,725.22,Deposit,17/01/2025,10:15:00 AM,Failed,TRUE,55.7558 N, 139.6917 W,Desktop,Slice2,18,140,5751
TXN1865967097,ACC45358,ACC35313,1370.46,Transfer,17/01/2025,10:23:00 AM,Success,TRUE,48.8566 N, 2.3522 W,Mobile,Slice3,3,73,5626
TXN5642409479,ACC64953,ACC47717,827.33,Deposit,17/01/2025,10:02:00 AM,Failed,TRUE,40.7128 N, -118.2437 W,Desktop,Slice1,5,108,8866
TXN6826834748,ACC67234,ACC22910,1133.84,Transfer,17/01/2025,10:27:00 AM,Success,FALSE,48.8566 N, -74.006 W,Mobile,Slice3,13,126,3645
TXN4863583366,ACC96531,ACC66183,59.49,Transfer,17/01/2025,10:58:00 AM,Failed,TRUE,51.5074 N, 0.1278 W,Desktop,Slice1,15,196,3289
TXN2807500909,ACC42613,ACC42918,602.34,Transfer,17/01/2025,10:03:00 AM,Success,TRUE,55.7558 N, 37.6173 W,Desktop,Slice3,17,170,4788
TXN6891762184,ACC63967,ACC90350,897.01,Deposit,17/01/2025,10:31:00 AM,Success,FALSE,48.8566 N, 0.1278 W,Desktop,Slice3,7,60,4461
TXN5876009850,ACC51158,ACC27191,692.63,Withdrawal,17/01/2025,10:51:00 AM,Success,FALSE,51.5074 N, -74.006 W,Mobile,Slice1,17,151,8513
TXN9108039354,ACC81579,ACC70447,968.11,Deposit,17/01/2025,10:24:00 AM,Success,FALSE,55.7558 N, 2.3522 W,Mobile,Slice3,6,200,6733
TXN6549632788,ACC10043,ACC88019,676.86,Deposit,17/01/2025,10:37:00 AM,Failed,FALSE,55.7558 N, -74.006 W,Desktop,Slice3,11,96,6034
TXN8061097504,ACC74642,ACC30873,163.42,Withdrawal,17/01/2025,10:30:00 AM,Failed,TRUE,40.7128 N, 37.6173 W,Mobile,Slice2,15,169,1127
TXN4865155116,ACC92160,ACC78035,676.31,Withdrawal,17/01/2025,10:44:00 AM,Failed,TRUE,55.7558 N, -118.2437 W,Mobile,Slice1,5,230,7749
TXN9282319379,ACC32540,ACC97558,1090.51,Transfer,17/01/2025,10:52:00 AM,Success,FALSE,35.6895 N, 139.6917 W,Mobile,Slice2,18,145,5111
TXN6280489068,ACC63567,ACC18427,954.23,Withdrawal,17/01/2025,10:55:00 AM,Success,TRUE,55.7558 N, -74.006 W,Mobile,Slice2,15,79,4192
TXN6147229485,ACC29295,ACC96401,800.64,Withdrawal,17/01/2025,10:50:00 AM,Success,FALSE,55.7558 N, 2.3522 W,Desktop,Slice2,4,142,3566
TXN7444932806,ACC63082,ACC11551,727.62,Transfer,17/01/2025,10:07:00 AM,Success,FALSE,55.7558 N, 37.6173 W,Desktop,Slice1,6,57,9665
TXN1518602016,ACC18963,ACC20884,1257.79,Transfer,17/01/2025,10:19:00 AM,Success,FALSE,35.6895 N, 0.1278 W,Desktop,Slice2,20,168,7533
TXN4227753155,ACC33497,ACC27326,1364.73,Deposit,17/01/2025,10:10:00 AM,Failed,FALSE,48.8566 N, 2.3522 W,Desktop,Slice2,6,141,2829
TXN8860546537,ACC51556,ACC52674,1070.75,Transfer,17/01/2025,10:52:00 AM,Success,FALSE,34.0522 N, -74.006 W,Desktop,Slice2,9,214,3232
TXN6187390659,ACC36830,ACC35791,348.58,Withdrawal,17/01/2025,10:42:00 AM,Success,TRUE,48.8566 N, 139.6917 W,Desktop,Slice1,10,77,3512
TXN1806416150,ACC93504,ACC75996,721.39,Deposit,17/01/2025,10:24:00 AM,Failed,FALSE,40.7128 N, 2.3522 W,Desktop,Slice2,3,82,7758
TXN4093369509,ACC47989,ACC97491,688.03,Withdrawal,17/01/2025,10:03:00 AM,Success,FALSE,51.5074 N, -118.2437 W,Desktop,Slice2,14,166,3554
TXN1834879380,ACC59721,ACC82859,1002.18,Deposit,17/01/2025,10:29:00 AM,Failed,FALSE,55.7558 N, -74.006 W,Desktop,Slice3,16,163,3436
TXN4241858851,ACC32144,ACC23303,78.53,Transfer,17/01/2025,10:48:00 AM,Failed,FALSE,48.8566 N, 0.1278 W,Mobile,Slice1,9,114,9871
TXN6135136280,ACC80202,ACC20579,86.89,Withdrawal,17/01/2025,10:19:00 AM,Failed,FALSE,34.0522 N, -74.006 W,Mobile,Slice3,4,109,1696
TXN2164420656,ACC46536,ACC75628,1283.15,Withdrawal,17/01/2025,10:01:00 AM,Failed,TRUE,48.8566 N, 2.3522 W,Mobile,Slice1,6,163,2730
TXN3164901783,ACC86774,ACC57313,275.82,Deposit,17/01/2025,10:48:00 AM,Success,TRUE,34.0522 N, 139.6917 W,Mobile,Slice2,20,112,9027
TXN6033289469,ACC21381,ACC50642,231.96,Transfer,17/01/2025,10:02:00 AM,Failed,TRUE,48.8566 N, 139.6917 W,Mobile,Slice2,8,193,6060
TXN9352406685,ACC29889,ACC83760,1413.64,Transfer,17/01/2025,10:28:00 AM,Success,FALSE,35.6895 N, 37.6173 W,Mobile,Slice2,6,113,7112
TXN4177656671,ACC17862,ACC11488,558.08,Deposit,17/01/2025,11:00:00 AM,Success,TRUE,55.7558 N, 2.3522 W,Desktop,Slice1,19,122,4004
TXN8112885483,ACC88171,ACC83474,1420.72,Transfer,17/01/2025,10:03:00 AM,Failed,FALSE,40.7128 N, 0.1278 W,Desktop,Slice3,4,140,9332
